brand,model,top_speed_kmh,battery_capacity_kWh,battery_type,number_of_cells,torque_nm,efficiency_wh_per_km,range_km,acceleration_0_100_s,fast_charging_power_kw_dc,fast_charge_port,towing_capacity_kg,cargo_volume_l,seats,drivetrain,segment,length_mm,width_mm,height_mm,car_body_type,source_url
volkswagen,id.5 gtx,180,77.0,lithium-ion,288.0,679.0,144,430,5.5,120.0,ccs,1200.0,549,5,awd,jc - medium,4599,1852,1615,suv,https://ev-database.org/car/2033/volkswagen-id5-gtx
volkswagen,id.5 pro,180,77.0,lithium-ion,288.0,545.0,138,460,6.7,120.0,ccs,1000.0,549,5,rwd,jc - medium,4599,1852,1615,suv,https://ev-database.org/car/2031/volkswagen-id5-pro
volkswagen,id.5 pure,160,52.0,lithium-ion,288.0,310.0,142,320,8.9,87.0,ccs,1000.0,549,5,rwd,jc - medium,4599,1852,1615,suv,https://ev-database.org/car/3080/volkswagen-id5-pure
volkswagen,id.7 gtx,180,86.0,lithium-ion,312.0,560.0,145,500,5.4,145.0,ccs,1200.0,532,5,awd,e - executive,4961,1862,1536,liftback sedan,https://ev-database.org/car/2216/volkswagen-id7-gtx
volkswagen,id.7 pro,180,77.0,lithium-ion,288.0,550.0,132,475,6.5,125.0,ccs,1000.0,532,5,rwd,e - executive,4961,1862,1536,liftback sedan,https://ev-database.org/car/1839/volkswagen-id7-pro
volkswagen,id.7 pro s,180,86.0,lithium-ion,312.0,550.0,133,525,6.6,145.0,ccs,1000.0,532,5,rwd,e - executive,4961,1862,1536,liftback sedan,https://ev-database.org/car/1840/volkswagen-id7-pro-s
volkswagen,id.7 tourer gtx,180,86.0,lithium-ion,312.0,560.0,147,500,5.5,145.0,ccs,1200.0,605,5,awd,e - executive,4961,1862,1536,station/estate,https://ev-database.org/car/2158/volkswagen-id7-tourer-gtx
volkswagen,id.7 tourer pro,180,77.0,lithium-ion,288.0,550.0,146,470,6.6,125.0,ccs,1000.0,605,5,rwd,e - executive,4961,1862,1536,station/estate,https://ev-database.org/car/2118/volkswagen-id7-tourer-pro
volkswagen,id.7 tourer pro s,180,86.0,lithium-ion,312.0,550.0,125,520,6.7,145.0,ccs,1000.0,605,5,rwd,e - executive,4961,1862,1536,station/estate,https://ev-database.org/car/2119/volkswagen-id7-tourer-pro-s
volvo,ec40 single motor er (my26),180,79.0,lithium-ion,324.0,420.0,146,420,7.3,125.0,ccs,1500.0,404,5,rwd,jc - medium,4440,1873,1596,suv,https://ev-database.org/car/3155/volvo-ec40-single-motor-er
volvo,ec40 twin motor (my26),180,79.0,lithium-ion,324.0,670.0,155,400,4.8,125.0,ccs,1800.0,404,5,awd,jc - medium,4440,1873,1596,suv,https://ev-database.org/car/3156/volvo-ec40-twin-motor
volvo,ec40 twin motor performance (my26),180,79.0,lithium-ion,324.0,670.0,155,400,4.6,125.0,ccs,1800.0,404,5,awd,jc - medium,4440,1873,1596,suv,https://ev-database.org/car/3157/volvo-ec40-twin-motor-performance
volvo,ex40 single motor er (my26),180,79.0,lithium-ion,324.0,420.0,152,400,7.3,125.0,ccs,1500.0,410,5,rwd,jc - medium,4440,1863,1652,suv,https://ev-database.org/car/3159/volvo-ex40-single-motor-er
volvo,ex40 twin motor (my26),180,79.0,lithium-ion,324.0,670.0,163,385,4.8,125.0,ccs,1800.0,410,5,awd,jc - medium,4440,1863,1652,suv,https://ev-database.org/car/3160/volvo-ex40-twin-motor
volvo,ex40 twin motor performance (my26),180,79.0,lithium-ion,324.0,670.0,163,385,4.6,125.0,ccs,1800.0,410,5,awd,jc - medium,4440,1863,1652,suv,https://ev-database.org/car/3161/volvo-ex40-twin-motor-performance
volvo,ex90 single motor (my24-26),180,100.0,lithium-ion,192.0,490.0,182,460,8.4,140.0,ccs,1200.0,310,7,rwd,jf - luxury,5037,1964,1744,suv,https://ev-database.org/car/1950/volvo-ex90-single-motor
volvo,ex90 twin motor (my24-26),180,107.0,lithium-ion,204.0,770.0,188,470,5.9,150.0,ccs,2200.0,310,7,awd,jf - luxury,5037,1964,1744,suv,https://ev-database.org/car/1775/volvo-ex90-twin-motor
volvo,ex90 twin motor performance (my24-26),180,107.0,lithium-ion,204.0,910.0,188,455,4.9,150.0,ccs,2200.0,310,7,awd,jf - luxury,5037,1964,1744,suv,https://ev-database.org/car/1776/volvo-ex90-twin-motor-performance
zeekr,001 long range rwd,200,94.0,lithium-ion,110.0,343.0,152,505,7.2,135.0,ccs,1500.0,539,5,rwd,e - executive,4955,1999,1560,liftback sedan,https://ev-database.org/car/1933/zeekr-001-long-range-rwd
zeekr,001 performance awd,200,94.0,lithium-ion,110.0,686.0,159,480,3.8,135.0,ccs,2000.0,539,5,awd,e - executive,4955,1999,1560,liftback sedan,https://ev-database.org/car/1934/zeekr-001-performance-awd
zeekr,001 privilege awd,200,94.0,lithium-ion,110.0,686.0,162,480,3.8,135.0,ccs,2000.0,539,5,awd,e - executive,4955,1999,1548,liftback sedan,https://ev-database.org/car/1935/zeekr-001-privilege-awd
